"code","name","offName","alias","localName","zone","address","nearestStations","trackType","lat","lng","priority","type","updatedOnNum"
"DI","Dombivli","DOMBIVILI","","","1","Mahatma Gandhi Rd, Vishnu Nagar, Dombivli West, Dombivli - 421202 / Ramnagar, Dombivli East, Dombivli - 421201, Maharashtra","DI:0,KOPR:1,DDCL:1,DCTL:2,DTVL:4,KYN:5,DIVA:6,NIIJ:7,MBQ:8,UBCN:8,TNA:13,BIRD:13,KLVA:13,TPND:16,BUD:19,NVRD:19,KHBV:21,KLMC:22,KLMG:22,","14","19.218194","73.086785","2","0","0"
"BRRD","Bordi Road","BORDI ROAD","","","16","Bordi, Maharashtra","BRRD:0,GVD:5,UBR:5,SJN:10,DRD:16,BLD:21,","3","20.12249","72.76613","2","0","1583593458"
"MYGL","Miyagam Karjan Jn NG","MIYAGAM K JN NG","","","16","Nava Bazar, Karjan, Gujarat","MYG:0,MYGL:0,KSPR:8,LKD:8,ITA:12,PLJ:15,VRM:16,MPR:21,VRE:21,","7","22.05149","73.12077","3","1","1566172759"
"KAVI","Kavi","KAVI","","","16","Gujarat 392170, Gujarat","KAVI:0,","7","22.1924","72.6303","0","12","0"
"KNGM","Kangam","KANGAM","","","16",", Gujarat, Gujarat","KNGM:0,","7","22.15454","72.65502","0","12","0"
"KORA","Kora","KORA","","","16",", Gujarat, Gujarat","KORA:0,","7","22.11287","72.68488","0","12","0"
"JMBC","Jambusar City","JAMBUSAR CITY","","","16","Jambusar, Gujarat","JMBC:0,","12","22.051038","72.792234","0","12","0"
"JMB","Jambusar Jn","JAMBUSAR","","","16","SH 6, Rahmat Naga, Bala Nagar, 392150, Gujarat","JMB:0,","7","22.04623","72.81437","0","12","1564153098"
"AMOD","Amod","AMOD","","","16","SH 64, Amod, Gujarat","AMOD:0,","7","21.99026","72.86566","0","12","0"
"SAZ","Samni","SAMNI","","","16","SH 64, Samni, Gujarat","SAZ:0,BH:22,","7","21.855772","72.923722","0","12","0"
"KTNA","Kathana","KATHANA","","","16","Station Rd, Bhadran, Gujarat","KTNA:0,","0","22.29939","72.807618","3","2","1698129580"
"VRS","Virsad","VIRSAD","","","16","Borsad-Dhuvaran Road, Gujarat","VRS:0,PTD:20,","0","22.382387","72.795325","2","0","1698129580"
"BCHN","Bochasan Jn","BOCHASAN JN","","","16","Anand, 388140, Gujarat","BCHN:0,PTD:14,PNDR:20,BHAL:20,AGAS:23,NTN:24,","0","22.402162","72.847941","3","1","1698129580"
"BO","Borsad","BORSAD","","","16","SH 11, Borsad, Gujarat","BO:0,PTD:20,VDA:20,ADD:24,NDR:25,","0","22.40097","72.908815","2","0","0"
"DOW","Davol","DAVOL","","","16","SH 8, Gujarat","DOW:0,VDA:15,ADD:19,NDR:20,VXD:23,RNO:23,PTD:25,","0","22.398512","72.954323","2","0","0"
"ALV","Anklav","ANKLAV","","","16","SH 11, Anklav, 388510, Gujarat","ALV:0,VDA:11,ADD:15,NDR:16,VXD:19,RNO:19,BJW:24,","0","22.393114","72.999882","2","0","0"
"BETI","Bhetasi","BHETASI","","","16","Bhetasi Railway Station, Gujarat","BETI:0,VDA:6,ADD:10,NDR:11,VXD:14,RNO:14,BJW:19,CYI:21,ANND:21,BRC:25,","0","22.42112","73.03192","2","0","0"
"CBY","Khambhat","KHAMBHAT","","","16","SH 89, Khambhat, Gujarat","CBY:0,KLWD:4,SAY:9,YVP:13,TRP:17,NTN:21,PNDR:25,","2","22.32346","72.63018","4","2","1564259798"
"KLWD","Kalitalavdi","KALITALAVDI","","","16","Kalitalavdi, 388630, Gujarat","KLWD:0,CBY:4,SAY:5,YVP:9,TRP:13,NTN:17,PNDR:21,","2","22.3572","72.64392","4","0","1564259798"
"SAY","Sayama","SAYAMA","","","16","Sayama, Gujarat","SAY:0,YVP:4,KLWD:5,TRP:8,CBY:9,NTN:12,PNDR:16,PTD:22,","2","22.392","72.65912","4","0","1564259798"
"YVP","Yawarpura","YAWARPURA","","","16","Yawarpura, Mobha, Gujarat 388430, Gujarat","YVP:0,SAY:4,TRP:4,NTN:8,KLWD:9,PNDR:12,CBY:13,PTD:18,BHAL:24,","2","22.43405","72.66409","4","0","1564259798"
"TRP","Tarapur","TARAPUR JN","","","16","Station Road, Tarapur, District Anand - 388180, Gujarat","TRP:0,YVP:4,NTN:4,SAY:8,PNDR:8,KLWD:13,PTD:14,CBY:17,BHAL:20,AGAS:23,","2","22.46587","72.67114","4","0","1682148743"
"NTN","Nar Town","NAR TOWN","","","16","Station Rd From Joga Bhagol, Gujarat","NTN:0,TRP:4,PNDR:4,YVP:8,PTD:10,SAY:12,BHAL:16,KLWD:17,AGAS:19,CBY:21,KRYR:24,","2","22.46884","72.7069","4","0","0"
"PTD","Petlad Jn","PETLAD JN","","","16","SH 140, Sherpura , Nagarkuva , Petlad, District - Anand , Pin Code : 388450 ., Gujarat","PTD:0,BHAL:6,PNDR:6,AGAS:9,NTN:10,KRYR:14,TRP:14,VLYN:16,YVP:18,ANND:22,SAY:22,","2","22.485728","72.802299","4","1","1564259798"
"BHAL","Bhatiel","BHATIEL","","","16","Bhatiel, Gujarat","BHAL:0,AGAS:3,PTD:6,KRYR:8,VLYN:10,PNDR:12,NTN:16,ANND:16,TRP:20,SNA:22,VXD:23,KBRV:24,YVP:24,","2","22.48409","72.85468","4","0","0"
"AGAS","Agas","AGAS","","","16","Anand, Gujarat","AGAS:0,BHAL:3,KRYR:5,VLYN:7,PTD:9,ANND:13,PNDR:15,NTN:19,SNA:19,VXD:20,KBRV:21,TRP:23,BAJ:24,ADD:24,","2","22.5019","72.88403","4","0","0"
"KRYR","Karamsad","KARAMSAD","","","16","Vithal Udyognagar, Karamsad, Gujarat","KRYR:0,VLYN:2,AGAS:5,ANND:8,BHAL:8,SNA:14,PTD:14,VXD:15,KBRV:16,BAJ:19,ADD:19,PNDR:20,UTD:22,VDA:23,OD:23,NTN:24,","2","22.53273","72.91708","4","0","0"
"VLYN","Vallabh Vidyanagar","VALLABH VDYANGR","","VV Nagar","16","Railway Station Road, Vallabh Vidyanagar, District Anand - 388120, Gujarat","VLYN:0,KRYR:2,ANND:6,AGAS:7,BHAL:10,SNA:12,VXD:13,KBRV:14,PTD:16,BAJ:17,ADD:17,UTD:20,VDA:21,OD:21,PNDR:22,","2","22.54245","72.93109","4","0","0"
"VTL","Vadtal Swaminarayan","VADTAL SWAMNRYN","","","16","Vadtal, Gujarat","VTL:0,KBRV:6,UTD:12,ANND:14,ND:17,SNA:19,VLYN:20,VXD:21,KRYR:22,BAJ:24,ADD:25,","0","22.597346","72.875141","0","12","1728331762"
"BDRN","Bhadran","BHADRAN","","","16","SH 11, Borsad, 388530, Gujarat","BDRN:0,PTD:22,","7","22.356688","72.891367","0","12","0"
"VOL","Virol","VIROL","","","16","Anand, Gujarat","VOL:0,PTD:7,PNDR:13,BHAL:13,AGAS:16,NTN:17,TRP:21,KRYR:21,VLYN:23,YVP:25,","7","22.51333","72.74978","2","0","0"
"SJTR","Sojitra","SOJITRA","","","16","Anand, 387210, Gujarat","SJTR:0,PTD:11,BHAL:17,PNDR:17,AGAS:20,NTN:21,TRP:25,KRYR:25,","7","22.54312","72.72552","2","0","0"
"DBOU","Dabhou","DABHAU","","","16","State Highway 140, Gujarat","DBOU:0,PTD:14,BHAL:20,PNDR:20,ND:23,AGAS:23,NTN:24,","7","22.56785","72.72995","2","0","0"
"DEWA","Dewa","DEWA","","","16","Dewa, Gujarat","DEWA:0,ND:18,PTD:19,UTD:23,PNDR:25,BHAL:25,","7","22.61391","72.73981","2","0","0"
"VASO","Vaso","VASO","","","16","Rampur Vaso Rd, Rampur, 387380, Gujarat","VASO:0,ND:12,UTD:17,GTE:21,KBRV:23,PTD:25,","7","22.6592","72.76434","0","12","0"
"PIJ","Pij","PIJ","","","16","State Highway 149, 387230, Gujarat","PIJ:0,ND:8,UTD:13,GTE:17,KBRV:19,","7","22.67502","72.80499","2","0","0"
"RKL","Ramkola","RAMKOLA","","","6","Station Rd, Ramkola, Distt;Kushinagar. 274305, Uttar Pradesh","RKL:0,LIJ:7,BAGJ:8,MTBG:11,POU:15,CPJ:16,KKT:23,KSNR:23,BBW:24,","2","26.906303","83.835296","4","0","0"
"KHD","Khodiyar","KHODIYAR","","","16","Sarkhej Gandhinagar Highway, Gandhinagar, Gujarat","KHD:0,KHDB:0,CDK:5,SBID:6,CBCC:9,CLDY:10,SBT:10,SBIB:10,KLL:11,GNC:13,ASV:15,ABD:15,GG:16,ADI:16,MAN:18,SAHP:18,SDGM:19,JUL:21,NRD:21,VTP:22,VTA:23,","12","23.15583","72.54767","2","0","0"
"PTN","Patan","PATAN","","Patola Junction","16","SH 220, near Chamunda society, Patan 384265 ., Gujarat","PTN:0,SNHR:8,KHPR:11,RUJ:13,KASA:16,SHLV:21,DHJ:25,","2","23.853661","72.131455","4","0","0"
"RUJ","Ranuj Jn","RANUJ","","","16","Ranuj,District - Patan,Pin Code - 384275 ., Gujarat","RUJ:0,SNHR:5,SHLV:8,DHJ:12,PTN:13,KHPR:24,","2","23.7607","72.2133","3","1","1756599183"
"DHJ","Dhinoj","DHINOJ","","","16","State Highway 216, Dhinoj, 384225, Gujarat","DHJ:0,SHLV:4,RUJ:12,MSH:14,SNHR:17,LCH:23,RLD:24,JDN:24,PTN:25,","2","23.67086","72.28175","2","0","0"
"PHC","Panchot","PANCHOT","","","16","State Highhway 55, 384205, Gujarat","PHC:0,MSH:7,DHJ:7,SHLV:11,LCH:16,RLD:17,JDN:17,RUJ:19,PDGP:20,SNHR:24,UMN:24,JTN:25,","2","23.63571","72.3376","2","0","0"
"KYSD","Kaiyal Sedhavi","KAIYAL SEDHAVI","","","16","State Highway 217 , Navi Sedhavi, District - Mahesana , Pin Code - 382705 ., Gujarat","KYSD:0,UMN:4,DNW:5,JDN:11,JUL:11,KLL:21,MSH:21,","3","23.417669","72.431517","2","0","0"
"EN","Isand","ISAND","","","16","Isand , Kalol , District - Gandhinagar , Pin Code - 382740 ., Gujarat","EN:0,JUL:5,KLL:5,DNW:11,KHDB:16,UMN:20,CDK:21,SBID:22,KADI:24,CBCC:25,","3","23.288733","72.486652","2","0","0"
"SHRD","Saij Sertha Road","SAIJ SERTHA RD","","","16","Kalol, Gandhinagar , Pin Code - 382725 ., Gujarat","SHRD:0,KLL:4,KHDB:7,CDK:12,SBID:13,JUL:14,CBCC:16,CLDY:17,SBIB:17,SBT:18,DNW:20,GNC:20,ABD:22,ASV:22,ADI:23,GG:23,KADI:23,","3","23.20937","72.52088","2","0","0"
"CDK","Chandkhera Road","CHANDKHERA ROAD","","","16","Chandkheda, District Ahmedabad - 382424, Gujarat","CDK:0,SBID:1,KHDB:5,SBIB:5,SBT:6,CLDY:10,ASV:10,GG:11,ADI:11,CBCC:14,MAN:14,KLL:16,VTP:17,SAHP:17,GNC:18,SDGM:18,VTA:19,NRD:20,ABD:20,SEJ:21,GER:24,","3","23.11035","72.56375","2","0","0"
"KLRD","Kali Road","KALI ROAD","","","16","Kali Station Road, Railway Colony, Sabarmati, District Ahmedabad - 380019, Gujarat","KLRD:0,SBID:1,CDK:2,SBIB:3,SBT:3,KHDB:7,CLDY:8,ASV:8,ADI:9,GG:11,MAN:12,ABD:14,SAHP:15,SDGM:16,CBCC:16,VTP:17,VTA:17,KLL:18,NRD:18,GNC:20,SEJ:21,GER:22,MDRA:25,","3","23.09782","72.57822","0","12","0"
"SAPR","Sarangpur Road","SARANGPUR ROAD","","","16","State Highway 38 , Khas, District - Botad , Pin Code - 382255 ., Gujarat","SAPR:0,ALAU:6,JIL:7,BTD:10,CDV:14,BNH:20,LTD:21,KDI:22,","2","22.23169","71.73774","2","0","1655639779"
"JIL","Jalila Road","JALILA ROAD","","","16","Jalila, Gujarat 382255, Gujarat","JIL:0,SAPR:7,CDV:7,BNH:13,ALAU:13,BTD:17,TID:20,","2","22.24258","71.80343","2","0","1712143161"
"CDV","Chandarwa","CHANDARWA","","","16","Village - Khadsaliya, Taluka - Barwala, Dist. - Ahmedabad, Pincode - 382450, Gujarat","CDV:0,BNH:6,JIL:7,TID:13,SAPR:14,ALAU:20,DCK:23,BTD:24,","2","22.2333","71.87295","2","0","1655639779"
"BNH","Bhimnath","BHIMNATH","","","16","State Highway 36, Bhimnath, Gujarat","BNH:0,CDV:6,TID:7,JIL:13,DCK:17,SAPR:20,RY:24,","2","22.24006","71.92262","2","0","1716042068"
"TID","Tagdi","TAGDI","","","16","State Highway 36, Tagadi, Gujarat","TID:0,BNH:7,DCK:10,CDV:13,RY:17,JIL:20,DIBL:22,","2","22.29627","71.94834","2","0","1655639779"
"DCK","Dhandhuka","DHANDHUKA","","","16","SH 1, Dhandhuka, Taluka- Dhandhuka, District- Ahmedabad, Gujarat","DCK:0,RY:7,TID:10,DIBL:12,BNH:17,HLB:20,CDV:23,LO:25,","2","22.38433","71.97611","4","0","1655639779"
"RY","Rayaka","RAYAKA","","","16","SH 1 Dhandhuka to Fadara Rd, Gujarat","RY:0,DIBL:5,DCK:7,HLB:13,TID:17,LO:18,BNH:24,LHBK:25,","2","22.42099","72.03511","2","0","1655639779"
"HLB","Hadala Bhal","HADALA BHAL","","","16","Limbadi to Hadala Rd, Gujarat","HLB:0,LO:5,DIBL:8,LHBK:12,RY:13,AEJ:18,DCK:20,KTGD:24,","2","22.48624","72.13139","2","0","1655639779"
"LO","Loliya","LOLIYA","","","16","State Highway 1, Gujarat","LO:0,HLB:5,LHBK:7,AEJ:13,DIBL:13,RY:18,KTGD:19,DCK:25,","2","22.51292","72.16763","2","0","1655639779"
"LHBK","Lothal Bhurkhi","LOTHAL BHURKHL","","","16","State Highway 1, Gujarat","LHBK:0,AEJ:6,LO:7,HLB:12,KTGD:12,DIBL:20,GS:21,RY:25,","2","22.55387","72.2239","2","0","1655639779"
"AEJ","Arnej","ARNEJ","","","16","Aranej-Koth Rd, Arnej, Gujarat","AEJ:0,LHBK:6,KTGD:6,LO:13,GS:15,HLB:18,DOK:24,","2","22.5816","72.2681","2","0","0"
"KTGD","Koth Gangad","KOTH GANGAD","","","16","Aranej-Koth Rd, Koth, Gujarat","KTGD:0,AEJ:6,GS:9,LHBK:12,DOK:18,LO:19,HLB:24,","2","22.62709","72.30092","2","0","1712143161"
"GS","Godhaneshwar","GODHANESHWAR","","","16","Bagodara Dholka Link Rd, Gujarat","GS:0,KTGD:9,DOK:9,AEJ:15,LHBK:21,VLA:23,","2","22.6825","72.3702","2","0","0"
"DOK","Dholka","DHOLKA","","","16","Dholka City , Taluka- Dholka, District- Ahmedabad, Gujarat","DOK:0,GS:9,VLA:14,KTGD:18,MQA:21,AEJ:24,","2","22.73211","72.43425","2","0","1655639779"
"VLA","Bavla","BAVLA","","","16","Bavla Railway Station, Bavla City, Taluka- Bavla, District- Ahmedabad, Gujarat","VLA:0,MQA:7,MORA:14,DOK:14,SEJ:22,GS:23,","2","22.83355","72.36497","2","0","1655639779"
"MQA","Matoda","MATODA","","","16","Matoda, Gujarat","MQA:0,VLA:7,MORA:7,SEJ:15,VTP:19,DOK:21,GG:25,","2","22.88394","72.39937","2","0","1655639779"
"MORA","Moraiya","MORAIYA","","","16","Changodar, PIN - 382213, Dist. - Ahmedabad, Gujarat","MORA:0,MQA:7,SEJ:8,VTP:12,VLA:14,GG:18,","2","22.93161","72.44141","2","0","1655639779"
"SEJ","Sarkhej","SARKHEJ","","","16","Under Ujala Bridge, Dholka Road, Sarkhej, Ahmedabad - 380060, Gujarat","SEJ:0,VTP:4,MORA:8,GG:10,MQA:15,SBID:20,CDK:21,VLA:22,SBT:24,SBIB:24,","11","22.98201","72.49735","4","0","1655639779"
"GG","Gandhigram","GANDHIGRAM","","Ahmedabad","16","Gandhigram Metro Station, Near Nehru Bridge, Ashram Road, Ahmedabad - 380006, Gujarat","GG:0,VTP:6,SBID:10,SEJ:10,CDK:11,SBT:14,SBIB:14,KHDB:16,MORA:18,ASV:19,ADI:20,MAN:22,SAHP:22,SDGM:23,CLDY:23,CBCC:24,ABD:25,NRD:25,MQA:25,","11","23.02742","72.56871","4","0","1687288541"
"KDBM","Khed Brahma","KHED BRAHMA","","","16","State Highway 9, Khedbrahma, Gujarat","KDBM:0,","9","24.031413","73.042602","2","0","0"
"VAE","Vadali","VADALI","","","16","State Highway 9, Vadali, Gujarat","VAE:0,","9","23.943428","73.043632","2","0","0"
"KADR","Kadiyadra","KADIYADRA","","","16","State Highway 10, Gujarat","KADR:0,","9","23.882502118760726","73.05730110119623","2","0","0"
"IDAR","Idar","IDAR","","","16","SH 9, Distt Sabarkantha, Gujarat","IDAR:0,","9","23.836386","73.007411","2","0","0"
"JADR","Jadar","JADAR","","","16","State Highway 9, Gujarat","JADR:0,HMT:18,HPRD:24,","9","23.74571494648853","72.95235162686151","2","0","0"
"MHDP","Mahadevpara","MAHADEVPARA","","","16","State Highway 9, Gujarat","MHDP:0,HMT:11,HPRD:17,VNTD:24,SNSN:25,","9","23.68120743887935","72.95029169033808","2","0","0"
"HPRD","Hapa Road","HAPA ROAD","","","16","Hapa Road Railway Station, Vil. Hajipur, Tal. Himmatnagar, Dist. Sabarkantha - 383120, Gujarat","HPRD:0,HMT:6,SNSN:8,PRJ:16,VNTD:19,KIA:22,","2","23.54294","72.9411","2","0","0"
"KIA","Khari Amrapur","KHARI AMRAPUR","","","16","State Highway 237, Gujarat","KIA:0,TOD:6,PRJ:6,KOY:12,SNSN:14,RKH:18,HPRD:22,JLM:23,","2","23.39109","72.91285","2","0","0"
"KOY","Kherol","KHEROL","","","16","State Highway 237, Gujarat","KOY:0,RKH:6,TOD:6,JLM:11,KIA:12,PRJ:18,NHM:19,","2","23.306419","72.932883","2","0","1609652925"
"JLM","Jaliya Math","JALIYA MATH","","","16","State Highway 68, Gujarat","JLM:0,RKH:5,NHM:8,KOY:11,DBO:15,TOD:17,MDRA:21,KIA:23,","2","23.22343","72.87372","2","0","1609652925"
"MDRA","Medra","MEDRA","","","16","National Highway 8, Gujarat","MDRA:0,DBO:6,NRD:7,SDGM:9,SAHP:10,ASV:13,NHM:13,ADI:16,MAN:19,SBT:21,JLM:21,SBIB:22,CLDY:23,CBCC:24,VTA:24,","2","23.12856","72.70465","2","0","1609652925"
"SAHP","Sahijpur","SAHIJPUR","","","16","Gayatri Society Rd, Sahijpur Bogha, Om Nagar, Ahmedabad-382345, Gujarat","SAHP:0,SDGM:1,NRD:3,ASV:3,ADI:6,MAN:9,MDRA:10,SBT:11,SBIB:12,CLDY:13,VTA:14,CBCC:14,DBO:16,SBID:16,CDK:17,GER:19,KHDB:22,ABD:22,GG:22,NHM:23,BJD:23,","2","23.06549","72.63608","2","0","1609652925"
"CSMA","Chanasma Jn","CHANASMA JN","","","16","State Highway 7, Chanasma, Gujarat","CSMA:0,RUJ:13,SNHR:18,SHLV:21,DHJ:25,","2","23.7061","72.1072","3","1","1756599183"
"BMDI","Brahmanwada","BRAHMANWADA","","","16","State Highway 7, Gujarat","BMDI:0,RUJ:19,SNHR:24,","2","23.6574","72.0801","2","0","0"
"BATS","Bhatsar","BHATSAR","","","16","Brahmanwada, Gujarat","BATS:0,RUJ:22,","2","23.6374","72.0644","2","0","0"
"KVH","Khambhel","KHAMBHEL","","","16","State Highway 7, Gujarat","KVH:0,","2","23.6084","72.042","2","0","0"
"BHRJ","Bechraji","BECHARJI","","Bahucharaji","16","Becharaji Station Rd, SH 7, Main Bazar, Becharaji, District: Mahesana. Pin: 384210., Gujarat","BHRJ:0,KTRD:25,","2","23.5033","72.0464","2","0","1705454346"
"DHLI","Dethli","DETHLI","","","16","Dethli, Gujarat 384210, Gujarat","DHLI:0,KTRD:19,BTYA:24,BHAN:24,","2","23.4858","72.1031","2","0","0"
"RTJ","Rantej","RANTEJ","","","16","State Highway 19, Gujarat","RTJ:0,KTRD:14,BTYA:19,BHAN:19,JTN:23,DTJ:23,","2","23.471","72.1547","2","0","0"
"DNPR","Dhanpura","DHANPURA","","","16","State Highway 133, Gujarat","DNPR:0,KTRD:7,BTYA:12,BHAN:12,DTJ:16,JTN:16,KADI:25,LCH:25,","2","23.4507","72.2202","2","0","0"
"BHAN","Bhoyani","BHOYANI","","","16","State Highway 133, Gujarat","BHAN:0,KTRD:5,DTJ:7,BTYA:10,KADI:13,JTN:14,BKD:17,JKS:23,LCH:23,","2","23.361","72.2345","2","0","0"
"DEU","Devsana","DEVSANA","","","16","State Highway 133, Gujarat","DEU:0,BHAN:5,KADI:8,KTRD:10,BTYA:15,JTN:19,DTJ:19,","2","23.336","72.275","2","0","0"
"KADI","Kadi","KADI","","","16","SH 189, Kadi, Gujarat","KADI:0,BHAN:13,KTRD:18,KLL:19,BTYA:23,","2","23.2924","72.3263","2","0","0"
"AKL","Anakhol","ANAKHOL","","","16","State HIghway 133, Gujarat","AKL:0,KADI:9,KLL:10,JUL:20,KHDB:21,BHAN:22,","2","23.2766","72.41","2","0","0"
"CTRL","Chhatral","CHHATRAL","","","16","State Highway 133, Gujarat","CTRL:0,KLL:8,KADI:11,JUL:18,KHDB:19,CDK:24,DNW:24,BHAN:24,SBID:25,","2","23.27","72.4374","2","0","0"
"GUS","Ghumasan","GHUMASAN","","","16","SH 41, Ghumasan Rd, 382705, Gujarat","GUS:0,JUL:3,DNW:3,UMN:12,KLL:13,JDN:19,KHDB:24,","3","23.355608","72.458379","2","0","0"
"SXS","Shobhasan","SHOBHASAN","","","16","State Highway 41, Gujarat","SXS:0,JDN:5,MSH:5,UMN:12,LCH:14,RLD:15,PDGP:18,DHJ:19,DNW:21,JTN:23,SHLV:23,VNG:25,","4","23.556934","72.389403","2","0","0"
"SNHR","Sankhari","SANKHAI","","","16","Sankhari, District-Patan, Pincode-384275., Gujarat","SNHR:0,RUJ:5,PTN:8,SHLV:13,DHJ:17,KHPR:19,KASA:24,","2","23.79436","72.17883","2","0","0"
"SHLV","Selavi","SELAVI","","","16","Manund - Lanva Rd, Palasar, Taluka-Chansma, District-Patan, Pincode-384229., Gujarat","SHLV:0,DHJ:4,RUJ:8,SNHR:13,MSH:18,PTN:21,","2","23.70312","72.25861","2","0","0"
"VTP","Vastrapur","VASTRAPUR","","","16","Vastrapur Railway Station, Vejalpur, Ahmedabad, Gujarat","VTP:0,SEJ:4,GG:6,MORA:12,SBID:16,CDK:17,MQA:19,SBIB:20,SBT:20,KHDB:22,ASV:25,","11","23.00801","72.51759","2","0","1655639779"
"BAGD","Bagwada","BAGWADA (HALT)","","","16","NH8, Bagwada, Patan, Gujarat","BAGD:0,UVD:4,VAPI:6,PAD:9,ATUL:13,KEB:13,BLD:18,BL:20,","3","20.434374","72.916441","2","0","1583593458"
"CGV","Chingavanam","CHINGAVANAM","","","14","Chingavanam Railway Station Rd, Chingavanam, Kottayam Ph; 0481-2430361, Kerala","CGV:0,CGY:9,KTYM:9,KFQ:12,TRVL:17,ETM:19,","3","9.52923","76.52547","2","0","1565729466"
"CYN","Cheriyanad","CHERIYANAD","","","14","Chengannur Kollakadavu Rd, Cheriyanad, Alappuzha Pin-689511, Kerala","CYN:0,CNGR:6,MVLK:7,KYJ:14,TRVL:15,OCR:20,CHPD:22,CGY:23,","3","9.2731","76.58491","4","0","1578776643"
"OCR","Ochira","OCHIRA","","","14","Railway station road, Ochira, Kollam District, Pincode-690533. Telephone Number; 0476-2690264, Kerala","OCR:0,KYJ:6,KPY:8,MVLK:13,CHPD:14,STKT:16,HAD:19,CYN:20,MQO:20,KVTA:25,","3","9.13185","76.52525","4","0","0"
"PRND","Perinad","PERINAD","","","14","Perinad, Kollam District, Pincode-691601, Kerala","PRND:0,MQO:6,QLN:9,STKT:10,IRP:14,KLQ:15,CTPE:16,MYY:18,KPY:18,PVU:21,KUV:22,KFV:24,","3","8.948436","76.620553","4","0","0"
"PUPR","Punnapra","","","","14","Alappuzha, Kerala","PNPR:0,PUPR:0,AMPA:5,ALLP:7,TMPY:11,TZH:11,KAVR:16,KVTA:18,MAKM:20,HAD:24,TRVZ:25,","12","9.42278","76.34201","2","0","0"
"THZI","Takazhi","","","","14","Ambalapuzha - Thiruvalla Hwy, Takazhi, Kerala","TZH:0,THZI:0,AMPA:6,KVTA:7,PNPR:11,HAD:13,ALLP:18,CHPD:18,TMPY:22,","12","9.370567398915211","76.40905380249023","2","0","0"
"KVTA","Karuvatta Halt","KARUVATTA HALT","","","14","Ashramam- Pulipra, Kerala","KVTA:0,HAD:6,TZH:7,CHPD:11,AMPA:13,PNPR:18,KYJ:19,ALLP:25,OCR:25,","3","9.316757","76.431255","2","0","1565651295"
"CHPD","Cheppad Halt","CHEPPAD HALT","","","14","Cheppad Railway Station Rd, Kerala","CHPD:0,HAD:5,KYJ:8,KVTA:11,OCR:14,MVLK:15,TZH:18,KPY:22,CYN:22,AMPA:24,","3","9.233096","76.477098","2","0","1565651295"
"TNU","Tirunettur","TIRUNETTUR","","Nettoor","14","NH 49, Ernakulam, Kerala","TNU:0,ERS:4,KUMM:4,ERN:7,AROR:9,IPL:12,TRTR:13,EZP:14,KFE:17,KLMR:18,TUVR:19,MNTT:21,VAY:23,AWY:24,","11","9.934208","76.308326","2","0","1565651295"
"KUMM","Kumbalam","KUMBALAM","","","14","Ernakulam, Kerala","KUMM:0,AROR:5,ERS:8,EZP:10,ERN:11,TUVR:15,IPL:16,TRTR:17,VAY:19,KFE:21,KLMR:22,MNTT:25,SRTL:25,","11","9.90635","76.31122","2","0","1565651295"
"AROR","Aroor Halt","AROOR HALT","","","14","Railway station Road, Aroor gram panchayat, Kochi, Kerala 688534, Kerala","AROR:0,KUMM:5,EZP:5,TUVR:10,ERS:13,VAY:14,ERN:16,SRTL:20,IPL:21,TRTR:22,","11","9.866908","76.299469","2","0","1565651295"
"EZP","Ezhuppunna","EZHUPPUNNA","","","14","Eramallor Ezhupunna Rd, Ezhupunna, Kerala","EZP:0,TUVR:5,AROR:5,VAY:9,KUMM:10,SRTL:15,ERS:18,TRVZ:21,ERN:21,","11","9.819588","76.3021","2","0","1565651295"
"VAY","Vayalar","VAYALAR","","","14","Alappuzha, Kerala","VAY:0,TUVR:4,SRTL:6,EZP:9,TRVZ:12,AROR:14,MAKM:17,KUMM:19,KAVR:21,","11","9.741975","76.311752","2","0","1565651295"
"KAVR","Kalavur Halt","KALAVUR HALT","","","14","NH 47, Kalavoor,Alappuzha, Kerala","KAVR:0,MAKM:4,TMPY:5,ALLP:9,TRVZ:9,SRTL:15,PNPR:16,AMPA:21,VAY:21,TUVR:25,","11","9.567992","76.318404","2","0","1565651295"
"TMPY","Tumboli","TUMBOLI","","","14","Kanjiramchira, Aryad South, Alappuzha,Pin 688008, Kerala","TMPY:0,ALLP:4,KAVR:5,MAKM:9,PNPR:11,TRVZ:14,AMPA:16,SRTL:20,TZH:22,","11","9.51915","76.321702","2","0","1565651295"
"TUV","Tuvvur","TUVVUR","","","14","Tuvvur Railway Station Rd, Thuvvur, Kerala","TUV:0,TDPM:4,MLTR:7,VNB:8,PKQ:14,AAM:19,NIL:19,","2","11.12051","76.28312","4","0","1699340993"
"CWR","Chovvara","CHOVVARA","","","14","Chengal - Chowara Rd, Aluva, Kerala","CWR:0,AWY:3,AFK:6,KLMR:9,KUC:11,IPL:14,KRAN:15,DINR:19,ERN:20,CKI:21,ERS:23,","3","10.13292","76.37209","2","0","0"
"NYI","Nellayi","NELLAYI","","","14","Anandapuram Nellayi Rd, Kerala","NYI:0,PUK:4,IJK:6,OLR:11,CKI:13,DINR:15,TCR:17,KRAN:19,PNQ:20,KUC:23,","3","10.39237","76.27556","2","0","0"
